Crash_Score,year,Month,Time_of_Day,Rd_Feature,Rd_Character,Rd_Class,Rd_Configuration,Rd_Surface,Rd_Conditions,Light,Weather,Traffic_Control,Work_Area
8.76,2014,5,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.72,2014,4,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.21,2014,4,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
9.67,2014,5,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
15.34,2014,5,5,INTERSECTION,STRAIGHT-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.88,2014,5,3,RAMP,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,YIELD,NO
4.04,2014,5,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
2.72,2014,5,3,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.59,2014,5,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.01,2014,5,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.96,2014,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.67,2014,5,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.1,2014,5,3,INTERSECTION,CURVE-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.73,2014,5,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.01,2014,5,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.98,2014,5,3,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
3.56,2014,5,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.38,2014,5,5,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.27,2014,5,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
9.44,2014,5,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.16,2014,5,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.19,2014,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.64,2014,5,1,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,CLOUDY,NONE,NO
12.52,2014,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.95,2014,5,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
16.22,2014,5,3,INTERSECTION,STRAIGHT-OTHER,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
17.9,2014,5,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.66,2014,5,5,DRIVEWAY,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.92,2014,5,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.73,2014,5,4,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.96,2014,5,4,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.82,2014,5,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
9.81,2014,5,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
26.91,2014,5,2,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.9,2014,5,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.74,2014,5,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.43,2014,5,2,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.47,2014,5,6,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.52,2014,5,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
3.49,2014,5,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
4.79,2014,5,4,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,YES
5.11,2014,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.81,2014,5,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
2.59,2014,5,3,NONE,STRAIGHT-OTHER,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.87,2014,5,3,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
6.52,2014,5,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
3.31,2014,5,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
34.29,2016,9,4,INTERSECTION,CURVE-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.67,2016,9,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
8.2,2016,9,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.74,2016,9,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DUSK,CLEAR,SIGNAL,NO
3.65,2016,9,4,DRIVEWAY,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
23.95,2016,9,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
13.21,2016,9,6,INTERSECTION,CURVE-GRADE,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
10.84,2016,9,5,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.45,2016,9,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
1.75,2016,9,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.91,2016,9,5,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
11.32,2016,9,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DARK-NOT-LIT,CLEAR,NONE,YES
8.82,2016,9,4,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.77,2016,9,6,DRIVEWAY,STRAIGHT-LEVEL,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
3.95,2016,9,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.56,2016,9,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
11.16,2016,9,4,OTHER,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,YES
2.2,2016,9,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
7.2,2016,9,5,RAMP,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.62,2016,9,5,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
2.93,2016,9,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
6.57,2016,9,1,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
5.95,2016,9,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
8.53,2016,9,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
4.91,2016,9,4,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
16.45,2016,9,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.32,2016,9,5,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DUSK,CLOUDY,NONE,NO
8.05,2016,9,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,SIGNAL,NO
2.92,2016,9,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
4.41,2016,9,4,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
19.33,2016,9,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.82,2016,9,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
5.86,2016,9,4,NONE,CURVE-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
7.61,2016,9,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.97,2016,9,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
14.57,2016,9,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
18.08,2016,9,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
3.09,2016,9,4,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
15.32,2016,9,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
3.01,2016,9,4,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
24.39,2016,9,6,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-NOT-LIT,CLEAR,SIGNAL,NO
0.88,2016,9,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.09,2016,9,2,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,NONE,NO
11.27,2016,9,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.97,2016,9,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.02,2016,9,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.48,2016,9,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
27.72,2016,9,3,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.65,2016,9,3,DRIVEWAY,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.51,2016,9,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,CONCRETE,WET,DAYLIGHT,RAIN,NONE,NO
2.55,2016,9,1,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-NOT-LIT,CLOUDY,NONE,NO
8.28,2016,9,5,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
6.72,2016,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
0.84,2016,10,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
6.64,2016,9,4,OTHER,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.26,2016,9,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
3.88,2016,9,5,NONE,CURVE-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
3.23,2016,9,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.77,2016,9,3,INTERSECTION,CURVE-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.33,2016,10,4,RAMP,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
14.83,2016,10,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DARK-LIT,CLEAR,OTHER,NO
6.09,2016,10,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.4,2016,10,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
40.15,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.9,2016,10,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
8.6,2016,9,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.04,2016,10,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.22,2016,10,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
37.47,2016,10,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
12.09,2016,10,3,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.22,2016,10,4,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
5.49,2016,10,4,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.4,2016,10,4,NONE,STRAIGHT-OTHER,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
6.43,2016,10,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.47,2016,10,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLOUDY,NONE,NO
5.5,2016,10,2,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,NONE,NO
12.68,2016,10,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
12.95,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
16.63,2016,10,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
19.31,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DUSK,RAIN,SIGNAL,NO
18.2,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
12.8,2016,10,3,NONE,CURVE-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
13.95,2016,10,4,RAMP,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.27,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
13,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,STOP-SIGN,NO
9.38,2016,10,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
10.99,2016,10,1,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLOUDY,STOP-SIGN,NO
4.68,2016,10,3,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.97,2016,10,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.93,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.27,2016,10,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.79,2016,10,3,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.55,2016,10,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.91,2016,10,5,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
15.14,2016,10,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
25.55,2016,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
11.82,2016,10,4,NONE,CURVE-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.68,2016,10,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
